Familia,Miembro,Nombre Completo,Fecha de nacimiento,Residencia,Nacionalidad,Cargos,Educación,Empleador,Área,Medios,Movimientos,Familiares
Familia García-Huidobro,Marquesado de Casa Real,,,,,,,,,,,{}
Familia García-Huidobro,Luis Undurraga García-Huidobro,Luis Undurraga García-Huidobro,14 de julio de 1871,,Chilena,Abogado,Universidad de Chile,,,,,{}
Familia Garretón,Alejandro Garretón,,26 de agosto de 1900 Los Ángeles ( Chile ),,Chilena,Médico y académico,Universidad de Chile,,,,,{}
Familia Garretón,Juan Antonio Garretón Pibernat,,1714,,Española,,,,,,,{}
Familia Garretón,Manuel Antonio Garretón Walker,,25 de octubre de 1909 Santiago de Chile ( Chile ),,Chilena,Profesor y político,Universidad de Chile,,,,,{}
Familia Garretón,Óscar Guillermo Garretón,,"14 de octubre de 1943 (81 años) Valparaíso , Chile","Santiago , Chile",Chilena,"Economista , empresario , consultor y político",Universidad Católica de Chile,,,Concertación de Partidos por la Democracia,,{}
Familia Garretón,Roberto Garretón,Roberto Garretón Merino,12 de diciembre de 1941 Santiago de Chile ( Chile ),,Chilena,"Activista por los derechos humanos , abogado y jurista",Universidad de Chile Colegio de los Sagrados Corazones de Santiago,Organización de las Naciones Unidas,,,,{}
Familia Garretón,Familia Garretón,,,,,,,,,,,{}
Familia Garretón,Federico Garretón Silva,,1853 Los Ángeles ( Chile ),,Chilena,Militar,,,,,,{}
Familia Garretón,Manuel Antonio Garretón,Manuel Antonio Garretón Merino,"23 de mayo de 1943 (81 años) Santiago , Chile",,Chilena,Sociólogo y escritor,Pontificia Universidad Católica de Chile ( Sociología ) Escuela de Estudios Superiores en Ciencias Sociales ( Doc. ),Universidad de Chile Facultad de Ciencias Sociales de la Universidad de Chile (desde 1994),,,,{}
Familia Garretón,José Antonio Vidaurre,,22 de diciembre de 1798 Concepción ( Chile ),,Chilena,Militar,,,,,,{}
Familia Guarello,Jorge Guarello Fitz-Henry,,,,,,,,,,,{}
Familia Guarello,Alejandro Guarello,Alejandro Patricio Guarello Finlay,"21 de agosto de 1951 (73 años) Viña del Mar , Chile",,Chilena,Compositor y director de orquesta,Pontificia Universidad Católica de Valparaíso Universidad de Chile Conservatorio Giuseppe Verdi Accademia Musicale Chigiana,Pontificia Universidad Católica de Chile,,,,{'Juan Cristóbal Guarello': '[1] /wiki/Juan_Crist%C3%B3bal_Guarello'}
Familia Guarello,Antonia Orellana,Antonia Cósmica Orellana Guarello,21 de diciembre de 1989 (35 años) Santiago de Chile ( Chile ),"Ñuñoa , Chile",Chilena,Periodista y política,,Universidad de Chile,,Red Chilena contra la Violencia hacia las Mujeres [ 1 ] ​,,{'Juan Cristóbal Guarello': '[1] /wiki/Juan_Crist%C3%B3bal_Guarello'}
Familia Guarello,Juan Cristóbal Guarello,Juan Cristóbal Guarello de Toro,"15 de marzo de 1969 (56 años) Santiago , Chile",,Chilena,"Comentarista deportivo de radio y televisión, escritor",Universidad Diego Portales ( Periodismo ) Pontificia Universidad Católica de Chile ( Postítulo ),Radio Agricultura Diario As (Chile) Canal 13,,,,"{'Ángel Guarello': '[1] /wiki/%C3%81ngel_Guarello', 'Fernando Guarello Fitz-Henry': '[2] /wiki/Fernando_Guarello_Fitz-Henry', 'Alejandro Guarello': '[3] /wiki/Alejandro_Guarello', 'Fernando': '[4] /wiki/Fernando_Larra%C3%ADn', 'Nicolás Larraín': '[5] /wiki/Nicol%C3%A1s_Larra%C3%ADn', 'Antonia Orellana': '[6] /wiki/Antonia_Orellana'}"
Familia Guarello,Fernando Guarello Fitz-Henry,,29 de julio de 1906 Valparaíso ( Chile ),"Valparaíso , Chile",Chilena,Político y abogado,Liceo Eduardo de la Barra de Valparaíso Escuela de Derecho de la Universidad de Valparaíso,,,,,"{'Jorge Guarello Fitz-Henry': '[1] /wiki/Jorge_Guarello_Fitz-Henry', 'Juan Cristóbal Guarello': '[2] /wiki/Juan_Crist%C3%B3bal_Guarello', 'Antonia Orellana': '[3] /wiki/Antonia_Orellana'}"
Familia Guarello,Ángel Guarello,,30 de octubre de 1866 Valparaíso ( Chile ),"Valparaíso , Chile",Chilena,Político y abogado,Universidad del Estado,,,,,{'Juan Cristóbal Guarello': '[1] /wiki/Juan_Crist%C3%B3bal_Guarello'}
Familia Guilisasti,Octavio Errázuriz,,"30 de diciembre de 1942 (82 años) Santiago , Chile",,Chilena,Abogado,Universidad de Chile,,,,,"{'Josefa Errázuriz': '[1] /wiki/Josefa_Err%C3%A1zuriz', 'Virginia Errázuriz': '[2] /wiki/Virginia_Err%C3%A1zuriz'}"
Familia Guilisasti,Josefa Errázuriz,,"30 de septiembre de 1952 (72 años) Santiago , Chile","Providencia , Chile",Chilena,Política,,,,,,"{'Octavio Errázuriz Guilisasti': '[1] /wiki/Octavio_Err%C3%A1zuriz', 'Virginia Errázuriz Guilisasti': '[2] /wiki/Virginia_Err%C3%A1zuriz', 'Manuel José Errázuriz Guilisasti': '[3] /w/index.php?title=Manuel_Jos%C3%A9_Err%C3%A1zuriz&action=edit&redlink=1'}"
Familia Guilisasti,Josefina Guilisasti,Josefina Guilisasti Gana,"1963 Santiago , Chile Chile",Chile,chilena,Artista visual,,,Pintura y grabado,,,{}
Familia Guilisasti,Rafael Guilisasti,,"18 de septiembre de 1953 (71 años) Santiago , Chile","Santiago , Chile",Chilena,"Profesor , empresario y dirigente gremial",Universidad Católica de Chile,,,,,{}
Familia Guilisasti,José Guilisasti,José Guilisasti Gana,"1957 Santiago , Chile",,Chileno,Agrónomo y empresario,Universidad Católica de Chile,,,,,"{'Rafael Guilisasti Gana': '[1] /wiki/Rafael_Guilisasti_Gana', 'Eduardo Guilisasti Gana': '[2] /w/index.php?title=Eduardo_Guilisasti_Gana&action=edit&redlink=1'}"
Familia Hales,Teresa Hales,Teresa Alejandra Hales Gebrim,"1 de agosto de 1978 (46 años) Santiago , Chile",,Chilena,Actriz,,,,,,{}
Familia Hales,Alejandro Hales,,"23 de abril de 1923 Temuco , Chile",,Chilena,Abogado y político,Universidad de Chile,,,Concertación de Partidos por la Democracia,,{}
Familia Hales,Patricio Hales,,"11 de septiembre de 1946 (78 años) Santiago , Chile","Santiago , Chile",Chilena,Arquitecto y político,Universidad de Chile,,,,,{}
Familia Heiremans,Eugenio Heiremans,Eugenio Marcos Heiremans Despouy,27 de abril de 1923 Santiago de Chile ( Chile ),,Chilena,Empresario y dirigente gremial,Colegio de los Sagrados Corazones de Santiago Instituto Nacional The Grange School,,,,,{'Luis Alberto Heiremans': '[1] /wiki/Luis_Alberto_Heiremans'}
Familia Heiremans,Luis Alberto Heiremans,Luis Alberto Heiremans Despouy,14 de junio de 1928 Santiago de Chile,,Chilena,Dramaturgo,Universidad de Chile The Grange School,,,,,{}
Familia Heiremans,Violeta Vidaurre,Violeta Rosa Ester Vidaurre Heiremans,1 de junio de 1928 Traiguén ( Chile ),La Cisterna,Chilena,Actriz,,,"Artes escénicas , cinematografía y televisión",,,{'Luis Alberto Heiremans': '[1] /wiki/Luis_Alberto_Heiremans'}
Familia Infante (Chile),Antonio Infante,Luis Antonio Infante Barros,25 de mayo de 1948 (76 años),"Santiago , Chile",Chilena,"Médico , académico , investigador , consultor y político",Pontificia Universidad Católica de Chile,,,,,{'María Teresa Infante Barros': '[1] /wiki/Mar%C3%ADa_Teresa_Infante_Barros'}
Familia Infante (Chile),José Miguel Infante,,"1778 Santiago , Capitanía general de Chile , Reino de España",,Chilena,,Real Universidad de San Felipe,,,,,{'José Antonio de Rojas': '[1] /wiki/Jos%C3%A9_Antonio_de_Rojas'}
Familia Infante (Chile),Alberto Vial Infante,,1876,,Chilena,"Abogado , agricultor y político",Universidad de Chile,,,,,{'Carlos Vial Infante': '[1] /wiki/Carlos_Vial_Infante'}
Familia Infante (Chile),María Teresa Infante Caffi,,,,Chilena,"Diplomática , jueza y abogada",,,Derecho y diplomacia,,,{}
Familia Infante (Chile),Roberto Infante Rengifo,,"9 de julio de 1918 Santiago , Chile",,Chilena,Ingeniero agrónomo y político,Universidad de Chile,,,,,{}
Familia Infante (Chile),José Miguel Viñuela,José Miguel Viñuela Infante,"26 de noviembre de 1974 (50 años) Santiago, Chile",,Chilena,Presentador de televisión Locutor de radio,The Grange School Colegio San Ignacio El Bosque Universidad UNIACC,,,,,{}
Familia Infante (Chile),Carlos Vial Infante,,8 de octubre de 1892 Berck ( Francia ),,Chilena,Ingeniero civil y empresario,Universidad Católica de Chile,,,,,{'Alberto Vial Infante': '[1] /wiki/Alberto_Vial_Infante'}
Familia Infante (Chile),José Luis Infante,,"31 de enero de 1907 Santiago de Chile , Chile","Santiago , Chile",Chilena,"Abogado , agricultor y político",,,,,,{}
Familia Infante (Chile),María Teresa Infante Barros,,"16 de diciembre de 1951 (73 años) Recoleta , Chile","Santiago , Chile",Chilena,"Economista , empresaria , consultora y política",,,,,,{}
Familia Infante (Chile),Joaquín Lavín,Joaquín José Lavín Infante,"23 de octubre de 1953 (71 años) Santiago , Chile",España [ 2 ] ​,Chilena,"Economista , locutor , ingeniero y político",Pontificia Universidad Católica de Chile ( Lic. en Ingeniería comercial ) Universidad de Chicago ( M.A. en Economía ) Colegio de los Sagrados Corazones de Santiago (Diploma de bachillerato),,,Opus Dei,,"{'Alberto León': '[1] /wiki/Alberto_Le%C3%B3n_Fuentes', 'Cathy Barriga': '[2] /wiki/Cathy_Barriga', 'Cristina': '[3] /wiki/Cristina_Girardi', 'Guido Girardi': '[4] /wiki/Guido_Girardi', '[1]': '[5] #cite_note-1'}"
Familia Infante (Chile),Manuel Infante Quezada,,"1820 Santiago de Chile , Chile",,Chilena,Abogado,,,,,,{}
Familia Infante (Chile),Cristóbal Leturia Infante,,"20 de diciembre de 1979 (45 años) Providencia , Chile","Las Condes , Chile",Chilena,Ingeniero civil industrial y político,Universidad de Chile,,,,,{}
Familia Infante (Chile),Alejo Lira Infante,,"30 de abril de 1880 Chile Chile , Santiago",,Chilena,Abogado,Universidad de Chile,,,,,{}
Familia Infante (Chile),Fernando Castillo Infante,,,,,,,,,,,{}
Familia Infante (Chile),Sergio Infante,Sergio Infante Reñasco,1 de mayo de 1947 (77 años) Santiago,Estocolmo,Chilena y sueca,"escritor, profesor universitario",,,,,,{}
Familia Infante (Chile),Rafael Lira Infante,,,,,,,,,,,{}
Familia Infante (Chile),Manuela Infante,,1980,,Chilena,"Dramaturga , directora de teatro , escritora , guionista y música",,,,,,{}
Familia Infante (Chile),Luis Zenón Urrutia Infante,,"4 de diciembre de 1908 Concepción , Chile",,Chileno,Político,,,,,,{}
Familia Infante (Chile),José Manuel Infante,,1835 Santiago de Chile ( Chile ),"Santiago , Chile",Chilena,"Abogado , político y juez",Universidad de Chile,,,,,{}
Familia Infante (Chile),Belén Soto,Pía Belén Soto Infante,"22 de enero de 1997 (28 años) Santiago , Chile",,Chilena,Actriz y escritora,,,,,,{}
Familia Kaiser,Axel Kaiser,Axel Kaiser Barents-Von Hohenhagen,4 de julio de 1981 (43 años) Santiago ( Chile ),Miami,Chilena y alemana,"Abogado , escritor , columnista , profesor universitario y activista político",Universidad Diego Portales ( B.L. ; hasta 2007) Universidad de Heidelberg ( Maestría en Leyes ; hasta 2008) Universidad de Heidelberg ( M.A. en Estudios norteamericanos; hasta 2012) Universidad de Heidelberg ( Ph.D. en Estudios norteamericanos; hasta 2014),Universidad del Desarrollo (2008-2009) Universidad de los Andes (2008-2009) Universidad Adolfo Ibáñez (desde 2014) Universidad Stanford (2019-2020),"Estudios norteamericanos, filosofía política y economía política",Sociedad Mont Pelerin (desde 2013),"Escuela austriaca , libertarismo y liberalismo económico","{'Johannes Kaiser': '[1] /wiki/Johannes_Kaiser_Barents-Von_Hohenhagen', 'Vanessa Kaiser': '[2] /wiki/Vanessa_Kaiser', 'Leif Kaiser': '[3] /w/index.php?title=Leif_Kaiser&action=edit&redlink=1'}"
Familia Kaiser,Johannes Kaiser (político),Johannes Maximilian Kaiser Barents [ 1 ] ​,"5 de enero de 1976 (49 años) Santiago , Chile",,Chilena,Político y activista,,,,,,"{'Axel': '[1] /wiki/Axel_Kaiser', 'Vanessa Kaiser': '[2] /wiki/Vanessa_Kaiser'}"
Familia Kaiser,Vanessa Kaiser,Vanessa Olimpia Kaiser Barents-Von Hohenhagen,"25 de octubre de 1977 (47 años) Santiago de Chile , ( Chile )","Valparaiso , y Santiago de Chile",Chilena,"Columnista , política y youtuber",,,,,,"{'Johannes Kaiser': '[1] /wiki/Johannes_Kaiser_Barents-Von_Hohenhagen', 'Axel Kaiser': '[2] /wiki/Axel_Kaiser', 'Leif Kaiser': '[3] /w/index.php?title=Leif_Kaiser&action=edit&redlink=1', 'Friedrich Kaiser': '[4] /w/index.php?title=Friedrich_Kaiser&action=edit&redlink=1'}"
Familia Kast,Felipe Kast,Felipe José Kast Sommerhoff,"9 de junio de 1977 (47 años) Santiago , Chile",,Chilena,"Economista , político y consultor",Pontificia Universidad Católica de Chile Escuela de Gobierno John F. Kennedy Universidad de La Habana Colegio del Verbo Divino,,,,,"{'Michael Kast Schindele': '[1] /wiki/Michael_Kast_Schindele', 'José Antonio Kast': '[2] /wiki/Jos%C3%A9_Antonio_Kast', 'Pablo Kast': '[3] /wiki/Pablo_Kast', 'Javier Etcheberry': '[4] /wiki/Javier_Etcheberry'}"
Familia Kast,Familia Kast,,,,,,,,,,,{}
Familia Kast,Pablo Kast,,"24 de agosto de 1973 (51 años) Chicago , Estados Unidos",,Chilena,Arquitecto y político,Pontificia Universidad Católica de Chile,,,,,"{'Familia Kast': '[1] /wiki/Familia_Kast', 'Michael Kast Schindele': '[2] /wiki/Michael_Kast_Schindele', 'José Antonio Kast': '[3] /wiki/Jos%C3%A9_Antonio_Kast', 'Felipe Kast': '[4] /wiki/Felipe_Kast', 'Familia Edwards': '[5] /wiki/Familia_Edwards'}"
Familia Kast,Miguel Kast,,"18 de diciembre de 1948 Oberstaufen , Alemania (ocupada)",,Chilena,"Economista , docente y político",Universidad Católica de Chile,,,,,{'José Antonio Kast': '[1] /wiki/Jos%C3%A9_Antonio_Kast'}
Familia Kast,José Antonio Kast,José Antonio Kast Rist,18 de enero de 1966 (59 años) Santiago de Chile ( Chile ),"Paine , Chile",Chilena,,Colegio Alemán de Santiago Pontificia Universidad Católica de Chile ( Derecho ),,,Colegio de Abogados de Chile,"Conservadurismo , provida y antiglobalismo de derecha","{'Miguel': '[1] /wiki/Miguel_Kast', 'Felipe': '[2] /wiki/Felipe_Kast', 'Pablo': '[3] /wiki/Pablo_Kast'}"
Familia Kast,Michael Kast,Michael Martín Kast Schindele,2 de abril de 1924 Thalkirchdorf ( Alemania ),,,Emprendedor,,,,,,{}
Familia Lavín,Joaquín Lavín,Joaquín José Lavín Infante,"23 de octubre de 1953 (71 años) Santiago , Chile",España [ 2 ] ​,Chilena,"Economista , locutor , ingeniero y político",Pontificia Universidad Católica de Chile ( Lic. en Ingeniería comercial ) Universidad de Chicago ( M.A. en Economía ) Colegio de los Sagrados Corazones de Santiago (Diploma de bachillerato),,,Opus Dei,,"{'Alberto León': '[1] /wiki/Alberto_Le%C3%B3n_Fuentes', 'Cathy Barriga': '[2] /wiki/Cathy_Barriga', 'Cristina': '[3] /wiki/Cristina_Girardi', 'Guido Girardi': '[4] /wiki/Guido_Girardi', '[1]': '[5] #cite_note-1'}"
Familia Lavín,Joaquín Lavín León,,"25 de mayo de 1979 (45 años) Santiago , Chile","Santiago , Chile",Chilena,Administrador de empresas y político,Universidad de Los Andes Universidad Internacional de Cataluña,,,,,{}
Familia Lavín,Cristina Girardi,,"9 de enero de 1962 (63 años) Santiago , Chile","Santiago , Chile",Chilena,Antropóloga y política,,Centro de Estudios de la Mujer,,,,"{'Guido': '[1] /wiki/Guido_Girardi', 'Joaquín Lavín': '[2] /wiki/Joaqu%C3%ADn_Lav%C3%ADn', '[1]': '[3] #cite_note-1'}"
Familia Lavín,Carlos Eugenio Lavín,,"19 de abril de 1942 (82 años) Santiago de Chile , Chile Chile","Santiago , Chile",Chilena,Ingeniero comercial y empresario,Universidad Católica de Chile,,,,,{}
Familia Lavín,Felipe Morandé,,"15 de mayo de 1955 (69 años) Santiago , Chile","Santiago , Chile",Chilena,"Economista , académico , investigador , consultor y político",Universidad Católica de Chile,,,,,{}
Familia Lavín,Guido Girardi,,"24 de enero de 1961 (64 años) Santiago , Chile","Santiago , Chile",Chilena,Médico y político,Universidad de Chile,,,Francmasonería [ 2 ] ​,,"{'Cristina Girardi': '[1] /wiki/Cristina_Girardi', 'Joaquín Lavín': '[2] /wiki/Joaqu%C3%ADn_Lav%C3%ADn', 'cita\xa0requerida': '[3] /wiki/Wikipedia:Verificabilidad', '[1]': '[4] #cite_note-1', 'Cecilia Echenique': '[5] /wiki/Cecilia_Echenique'}"
Familia Lavín,Juan José Lavín,Juan José Germán Lavín Gübeli,16 de febrero de 1966 (59 años) Santiago de Chile ( Chile ),,Chilena,Periodista,,La Red (1992-1999) Televisión Nacional de Chile (1999-2015) La Red (2016-2017),,,,{}
Familia Lavín,Pablo Granifo,Pablo José Granifo Lavín,27 de noviembre de 1958 (66 años),"Santiago , Chile",Chilena,Ingeniero comercial y empresario,Universidad Católica de Chile,Grupo Luksic,,,,{}
Familia Lavín,Eugenio Lavín,,,,,,,,,,,{}
Familia Lavín,Floridor Pérez,,"12 de octubre de 1937 Yates , Chile",,Chilena,"Escritor , poeta y profesor",,Universidad Andrés Bello Universidad de Chile Pontificia Universidad Católica de Chile Universidad Adolfo Ibáñez,,,,{}
Familia Lavín,Hernán Lavín Cerda,,"1939 Santiago , Chile",,Chilena,Escritor,Universidad de Chile,,,,,{}
Familia Lavín,Carlos Lavín (músico),,10 de agosto de 1883 Santiago de Chile ( Chile ),,Chilena,Compositor y musicólogo,,,,,,{}
Familia Mackenna,Carmela Mackenna,,"Santiago , Chile Santiago de Chile ( Chile )",,Chilena,"Compositora , profesora de música y pianista",,,,,,{}
Familia Mackenna,Constanza Mackenna,,25 de julio de 1990 (34 años) Santiago de Chile ( Chile ),Santiago de Chile,Chilena,Actriz de televisión,,,,,,{}
Familia Mackenna,Luis Mackenna Shiell,,"10 de septiembre de 1916 Santiago , Chile",,Chilena,"Abogado , empresario y político",Universidad de Chile,,,,,{}
Familia Mackenna,Arturo Mackenna Íñiguez,,"21 de septiembre de 1946 (78 años) Nueva York , Estados Unidos","Santiago , Chile",Chileno,"Ingeniero civil , economista , empresario",Universidad de Chile,,,,,{}
Familia Mackenna,Rodrigo Pérez Mackenna,,"21 de diciembre de 1960 (64 años) Santiago , Chile","Santiago , Chile",Chilena,"Ingeniero civil , académico , consultor y empresario",Universidad Católica de Chile Secundarios = Colegio Tabancura,,,,,{}
Familia Mackenna,Guillermo Mackenna Serrano,,"14 de enero de 1836 Santiago , Chile",,Chilena,Agricultor y político,,,,,,{}
Familia Mackenna,Arturo Mackenna Shiell,Arturo Guillermo Mackenna Shiell,30 de enero de 1919,,Chilena,"Ingeniero civil , empresario y consultor",,,,,,{'Luis Mackenna Shiell': '[1] /wiki/Luis_Mackenna_Shiell'}
Familia Mackenna,Fernando Irarrázaval Mackenna,,"14 de julio de 1862 Santiago , Chile Chile",,Chilena,abogado y político,Universidad Católica de Lovaina,,,,,{}
Familia Mackenna,Francisco Pérez Mackenna,José Francisco Pérez Mackenna,16 de marzo de 1958 (67 años),"Santiago , Chile",Chilena,"Ingeniero comercial , empresario , académico, consultor, investigador y dirigente gremial",Universidad Católica de Chile,Grupo Luksic,,,,{'Rodrigo Pérez Mackenna': '[1] /wiki/Rodrigo_P%C3%A9rez_Mackenna'}
Familia Mackenna,Pablo Mackenna,Pablo Mackenna Dörr,30 de mayo de 1969 (55 años) Santiago de Chile ( Chile ),,Chilena,Presentador de televisión y escritor,Universidad de Heidelberg Colegio Tabancura,,,,,{}
Familia Mackenna,Nemesio Vicuña Mackenna,,1832,,Chilena,Político,,,,,,{}
Familia Mackenna,Vicuña Mackenna (Argentina),,,,,,,,,,,{}
Familia Mackenna,Alberto Mackenna Subercaseaux,,"8 de septiembre de 1875 Santiago , Chile Chile",,Chilena,"Periodista, político y Funcionario Público",,Museo Nacional de Bellas Artes (1933-1939),,,,{}
Familia Mackenna,Luis Calvo Mackenna,,1872 Santiago de Chile ( Chile ),,Chilena,Médico y pediatra,Universidad de Chile,,,,,{}
Familia Mackenna,Juan Mackenna Astorga,,17 de septiembre de 1846 Santiago de Chile ( Chile ),,Chilena,Político y abogado,Universidad de Chile Instituto Nacional,,,,,{}
Familia Mackenna,Cristián Mackenna,,"10 de agosto de 1979 (45 años) Santiago , Chile",,Chilena,Piloto de carreras y piloto de automovilismo,Pontificia Universidad Católica de Chile,,,,,{}
